         sim	       state	        soln	      dist_x	        time	        step	          pH	          pe	        temp	         Alk	          mu	      charge	     pct_err	          Na	           K	          Mg	          Ca	           F	          Cl	       S(+6)	          Br	       N(+5)	        P(5)	          Al	           V	          Cr	          Mn	          Fe	          Cu	          Zn	          Ga	          As	          Si	       m_OH-	     m_HCO3-	     m_CO3-2	  si_Fe(OH)2	  si_Fe(OH)3	 si_Gibbsite	 si_Goethite	si_Pyrolusite	si_Kaolinite	 si_Diaspore	si_Magnetite	 si_Boehmite	  si_Cuprite	  si_Calcite	si_Monohydrocalcite	 si_Dolomite	si_Magnesite	si_Aragonite	si_Dawsonite	si_Hydrozincite	si_Rhodochrosite	 si_Siderite	   si_CO2(g)	  Sample_Ref	  EC_(uS/cm)	TDS_g/kg-solution	    alk_mg/L	
           3	       react	           9	         -99	           0	           1	     9.07232	     9.62912	      30.200	   0.0123914	  0.00905112	 -1.5008e-15	-9.39074e-12	  6.7785e-03	  1.1167e-05	  1.2301e-08	  9.6459e-04	  1.9511e-05	  4.9994e-05	  0.0000e+00	  0.0000e+00	  5.4822e-05	  0.0000e+00	  1.2608e-03	  6.4599e-06	  2.1605e-07	  1.2726e-07	  1.2208e-06	  2.0352e-06	  1.0770e-06	  2.6324e-07	  4.1987e-10	  1.9148e-04	  1.8427e-05	  5.6633e-03	  4.3926e-04	    -13.3965	      0.5764	      2.8982	      5.6180	      6.7500	      6.7870	      3.5145	      2.3713	      3.1200	    -12.3526	      1.6588	      0.7874	     -0.2777	     -3.5304	      1.5135	      1.7097	      2.3554	     -0.8684	    -10.8337	     -3.5000	      3WBR2 	  0.0000e+00	  6.8430e-01	  6.2019e-04	
           3	       react	          10	         -99	           0	           1	     9.08634	     9.65702	      29.600	   0.0133187	   0.0096214	-3.61044e-15	-2.11811e-11	  7.2834e-03	  3.6456e-05	  1.6680e-06	  9.8284e-04	  2.4798e-05	  6.0745e-05	  0.0000e+00	  4.3889e-05	  7.0984e-05	  0.0000e+00	  1.3472e-03	  7.6578e-06	  3.4750e-07	  1.2055e-07	  1.7947e-04	  1.6197e-07	  3.1603e-07	  4.3469e-07	  2.3417e-07	  2.0480e-04	  1.8277e-05	  5.9170e-03	  4.7258e-04	    -11.2996	      2.7113	      2.9382	      7.7606	      6.7307	      6.9391	      3.5519	      8.7539	      3.1565	    -14.6808	      1.6794	      0.8101	      1.8872	     -1.3896	      1.5341	      1.8068	     -0.2625	     -0.8957	     -8.7117	     -3.5000	     3WBRA2 	  0.0000e+00	  7.4699e-01	  6.6660e-04	
           3	       react	          11	         -99	           0	           1	     9.07845	     9.55269	      31.400	   0.0129879	  0.00925843	 2.14788e-18	  1.3206e-14	  6.8089e-03	  1.2599e-05	  2.4519e-06	  1.0597e-03	  1.8627e-05	  7.2225e-05	  0.0000e+00	  0.0000e+00	  5.6557e-05	  0.0000e+00	  1.3735e-03	  6.7917e-06	  1.9371e-07	  8.3714e-10	  6.1342e-05	  1.2274e-07	  2.2883e-07	  2.7314e-07	  2.2509e-07	  2.5142e-06	  2.0383e-05	  5.6483e-03	  4.5535e-04	    -11.5775	      2.3330	      2.8765	      7.3592	      4.5935	      2.9353	      3.4976	      7.6720	      3.1051	    -14.6261	      1.7122	      0.8365	      2.0982	     -1.2010	      1.5670	      1.6694	     -1.0389	     -3.0350	     -9.0645	     -3.5000	    3WBRS2  	  0.0000e+00	  6.9373e-01	  6.5004e-04	
           3	       react	          12	         -99	           0	           1	     9.10424	     9.64479	      29.700	  0.00995615	  0.00990573	 -1.7249e-17	-1.09583e-13	  4.8511e-03	  8.8438e-06	  1.2301e-08	  2.4862e-03	  2.2870e-05	  2.6895e-04	  5.2822e-06	  0.0000e+00	  5.7278e-05	  5.5220e-05	  1.5955e-04	  2.5545e-06	  4.2735e-08	  8.3713e-10	  7.8321e-07	  7.5632e-08	  1.8845e-07	  3.3268e-07	  4.1987e-10	  3.7296e-04	  1.9211e-05	  6.1652e-03	  5.1605e-04	    -13.6660	      0.3513	      1.9890	      5.3992	      4.5951	      5.5623	      2.6032	      1.6647	      2.2079	    -15.3941	      2.0982	      1.2286	      0.1910	     -3.5040	      1.9529	      0.6957	     -1.5023	     -3.0553	    -11.0823	     -3.5000	    3WBRG3  	  0.0000e+00	  7.3140e-01	  4.9831e-04	
           3	       react	          13	         -99	           0	           1	     8.98118	     9.77095	      29.900	  0.00938128	  0.00704535	-7.54053e-17	-6.02565e-13	  5.2555e-03	  9.8003e-06	  1.2300e-08	  7.0551e-04	  1.7889e-05	  5.1177e-05	  0.0000e+00	  0.0000e+00	  5.4856e-05	  0.0000e+00	  9.3860e-04	  5.3798e-06	  5.6895e-08	  8.7807e-08	  2.6309e-06	  1.5020e-06	  8.0793e-07	  1.4747e-07	  1.2219e-07	  4.1624e-04	  1.4464e-05	  4.5638e-03	  2.7673e-04	    -13.1046	      0.9171	      2.8788	      5.9625	      6.6222	      7.4697	      3.4938	      3.3524	      3.0989	    -12.5848	      1.4067	      0.5364	     -0.6717	     -3.6741	      1.2615	      1.5001	      1.5482	     -1.0597	    -10.5293	     -3.5000	      4WBR2 	  0.0000e+00	  5.4682e-01	  4.6953e-04	
           3	       react	          14	         -99	           0	           1	     8.92648	     9.84896	      29.300	  0.00883924	  0.00618929	-1.98941e-17	-1.75528e-13	  5.0423e-03	  2.7960e-05	  6.7694e-06	  3.9355e-04	  2.0537e-05	  5.7862e-05	  0.0000e+00	  4.3034e-05	  5.6968e-05	  0.0000e+00	  9.4156e-04	  4.8967e-06	  3.6722e-07	  3.1095e-07	  3.1431e-04	  4.9390e-07	  6.4425e-07	  3.1717e-07	  2.3228e-07	  5.4776e-05	  1.2150e-05	  4.0394e-03	  2.1045e-04	    -11.0644	      2.9767	      2.9634	      8.0298	      7.1146	      5.9138	      3.5759	      9.5277	      3.1799	    -13.5508	      1.0733	      0.2051	      1.6397	     -1.0327	      0.9280	      1.5285	      0.9403	     -0.5380	     -8.4639	     -3.5000	     4WBRA2 	  0.0000e+00	  5.0333e-01	  4.4240e-04	
           3	       react	          15	         -99	           0	           1	     8.98574	     9.71052	      30.700	  0.00953359	  0.00704968	-2.17409e-16	-1.72791e-12	  5.3599e-03	  9.6724e-06	  1.2300e-08	  6.6384e-04	  1.5578e-05	  5.1149e-05	  0.0000e+00	  0.0000e+00	  5.4984e-05	  0.0000e+00	  9.6381e-04	  4.1644e-06	  1.0712e-07	  8.3711e-10	  6.0785e-05	  4.3788e-07	  3.2305e-07	  1.4212e-07	  1.3004e-07	  3.5131e-04	  1.5481e-05	  4.5578e-03	  2.8338e-04	    -11.6530	      2.3180	      2.8508	      7.3532	      4.6012	      7.2369	      3.4690	      7.5847	      3.0754	    -13.5258	      1.3914	      0.5182	     -0.6695	     -3.6519	      1.2462	      1.4675	     -0.4610	     -3.0698	     -9.1111	     -3.5000	    4WBRS1  	  0.0000e+00	  5.5068e-01	  4.7716e-04	
           3	       react	          16	         -99	           0	           1	     8.93739	     9.94438	      28.100	  0.00713774	  0.00668534	 -1.8982e-17	 -1.7802e-13	  3.1327e-03	  6.4309e-06	  1.2300e-08	  1.4736e-03	  1.4461e-05	  4.3022e-05	  0.0000e+00	  0.0000e+00	  5.4604e-05	  8.5731e-05	  3.8514e-04	  1.9565e-06	  3.2125e-10	  1.1981e-07	  5.6664e-10	  1.4889e-06	  9.9098e-07	  2.8216e-07	  4.1984e-10	  2.6805e-04	  1.1452e-05	  4.2290e-03	  2.2288e-04	    -16.9669	     -2.8275	      2.6163	      2.2411	      6.7303	      6.6439	      3.2238	     -7.9513	      2.8258	    -12.8929	      1.6398	      0.7759	     -0.5541	     -3.8002	      1.4945	      1.0106	      1.5678	     -0.9820	    -14.3159	     -3.5000	    4WBRG2  	  0.0000e+00	  4.7811e-01	  3.5724e-04	
           3	       react	          17	         -99	           0	           1	     8.91641	     4.30961	      30.400	  0.00789351	  0.00581803	-4.23393e-18	-4.01732e-14	  4.5898e-03	  8.8791e-06	  1.2300e-08	  4.4995e-04	  2.0516e-05	  4.5279e-05	  0.0000e+00	  4.0756e-05	  0.0000e+00	  0.0000e+00	  8.2923e-04	  4.6100e-06	  4.6165e-08	  8.3708e-10	  8.7611e-06	  6.1320e-08	  1.5115e-07	  1.1294e-07	  2.1720e-07	  3.4464e-04	  1.2820e-05	  3.8741e-03	  1.9983e-04	     -7.0223	      1.4766	      2.8710	      6.5155	     -6.4068	      7.2932	      3.4880	     10.5404	      3.0939	     -4.2212	      1.1256	      0.2535	     -1.0496	     -3.7680	      0.9803	      1.3613	     -2.2761	     -3.0996	     -4.4679	     -3.5000	      5WBR2 	  0.0000e+00	  4.5748e-01	  3.9507e-04	
           3	       react	          18	         -99	           0	           1	     8.87897	     9.84958	      30.200	  0.00770379	  0.00543762	 1.30874e-17	 1.32308e-13	  4.2413e-03	  7.1626e-05	  4.3332e-06	  4.0004e-04	  2.2727e-05	  5.0216e-05	  0.0000e+00	  4.1044e-05	  5.5639e-05	  0.0000e+00	  7.9920e-04	  3.5517e-06	  3.6489e-07	  3.0949e-07	  3.4600e-04	  1.5336e-07	  1.8599e-06	  2.8518e-07	  1.5405e-07	  1.1221e-04	  1.1564e-05	  3.5559e-03	  1.6645e-04	    -10.9298	      3.0703	      2.9022	      8.1118	      7.1212	      6.3979	      3.5184	      9.8255	      3.1239	    -14.4021	      1.0171	      0.1458	      1.3230	     -1.2880	      0.8719	      1.3268	      3.0716	     -0.5515	     -8.3671	     -3.5000	     5WBRA2 	  0.0000e+00	  4.5163e-01	  3.8557e-04	
           3	       react	          19	         -99	           0	           1	       8.918	     9.77613	      30.900	  0.00859594	  0.00596537	 3.35722e-17	 3.06291e-13	  4.9291e-03	  7.4415e-06	  1.7929e-06	  3.6460e-04	  2.5785e-05	  5.1373e-05	  0.0000e+00	  4.2420e-05	  5.5468e-05	  0.0000e+00	  9.9233e-04	  2.9607e-06	  1.2626e-07	  8.3708e-10	  1.2085e-04	  7.0197e-08	  3.1646e-07	  1.5966e-07	  1.1818e-07	  4.2122e-05	  1.3348e-05	  3.8632e-03	  2.0236e-04	    -11.3305	      2.6397	      2.9251	      7.6723	      4.5981	      5.5571	      3.5442	      8.5453	      3.1509	    -15.0281	      1.0385	      0.1647	      1.0348	     -1.5936	      0.8933	      1.4370	     -0.6892	     -3.0938	     -8.7969	     -3.5000	    5WBRS2  	  0.0000e+00	  4.6711e-01	  4.3023e-04	
           3	       react	          20	         -99	           0	           1	     8.92758	     9.81468	      30.300	  0.00752986	  0.00685523	-1.25192e-17	-1.19747e-13	  2.4788e-03	  5.5637e-06	  1.2300e-08	  1.8537e-03	  2.6253e-05	  4.1470e-05	  0.0000e+00	  0.0000e+00	  5.6745e-05	  1.2706e-04	  4.8670e-04	  1.4493e-06	  3.2124e-10	  8.3706e-10	  5.6663e-10	  7.6097e-08	  1.2045e-07	  2.1703e-07	  4.1983e-10	  1.1488e-05	  1.3144e-05	  4.0060e-03	  2.1558e-04	    -16.7345	     -2.7200	      2.6303	      2.3202	      4.5868	      3.8647	      3.2469	     -7.5623	      2.8526	    -15.1416	      1.7328	      0.8611	     -0.4582	     -3.7843	      1.5876	      0.8641	     -3.2292	     -3.1259	    -14.1759	     -3.5000	    5WBRG2  	  0.0000e+00	  4.6304e-01	  3.7687e-04	
